,sex,income
2103,male,190.0
2104,female,
2105,female,
2106,male,535.0
2107,female,
2108,female,80.0
2109,male,541.0
2110,male,
2111,female,
2112,male,
2113,female,
2114,male,
2115,female,
2116,male,
2117,female,
2118,female,
2119,male,24.0
2120,female,
2121,female,
2122,male,518.0
2123,male,
2124,male,200.0
2125,female,190.0
2126,male,180.0
2127,female,195.0
2128,female,264.0
2129,female,
2130,female,
2131,female,
2132,female,
2133,male,165.0
2134,female,106.0
2135,female,233.0
2136,male,400.0
2137,male,
2138,female,
2139,male,
2140,female,
2141,female,270.0
2142,male,
2143,male,708.0
2144,female,195.0
2145,female,
2146,female,
2147,female,
2148,male,680.0
2149,female,
2150,male,
2151,male,120.0
2152,male,
2153,female,
2154,male,
2155,male,
2156,female,
2157,female,
2158,male,
2159,female,
2160,female,295.0
2161,male,
2162,female,
2163,female,
2164,male,380.0
2165,female,
2166,female,
2167,female,
2168,male,
2169,female,
2170,male,
2171,male,
2172,female,
2173,female,
2174,female,100.0
2175,female,
2176,male,334.0
2177,male,
2178,male,
2179,female,
2180,female,
2181,female,
2182,male,233.0
2183,male,
2184,female,
2185,male,214.0
2186,male,
2187,female,
2188,female,130.0
2189,female,
2190,male,
2191,female,
2192,female,130.0
2193,female,
2194,female,
2195,male,
2196,female,110.0
2197,male,250.0
2198,female,200.0
2199,female,240.0
2200,male,190.0
2201,female,
2202,female,250.0
2203,female,210.0
2204,male,
2205,male,280.0
2206,male,
2207,female,
2208,male,
2209,male,223.0
2210,male,
2211,female,
2212,male,305.0
2213,male,603.0
2214,female,335.0
2215,male,
2216,male,
2217,male,
2218,female,
2219,female,
2220,male,467.0
2221,male,
2222,female,
2223,female,
2224,male,341.0
2225,male,
2226,male,
2227,male,261.0
2228,male,
2229,male,
2230,female,115.0
2231,female,
2232,male,243.0
2233,male,
2234,male,
2235,female,
2236,female,
2237,male,408.0
2238,female,
2239,female,
2240,male,
2241,female,
2242,male,
2243,female,27.0
2244,female,
2245,female,
2246,female,
2247,male,180.0
2248,female,
2249,female,
2250,male,210.0
2251,male,
2252,male,151.0
2253,female,
2254,male,167.0
2255,female,110.0
2256,female,
2257,female,
2258,female,74.0
2259,male,350.0
2260,female,
2261,female,
2262,male,
2263,female,
2264,female,211.0
2265,female,
2266,male,
2267,male,
2268,female,
2269,male,
2270,female,
2271,male,
2272,female,40.0
2273,male,100.0
2274,female,430.0
2275,female,
2276,female,
2277,female,170.0
2278,female,80.0
2279,female,
2280,female,
2281,female,60.0
2282,female,
2283,male,
2284,female,176.0
2285,male,
2286,female,
2287,male,
2288,female,
2289,male,250.0
2290,male,648.0
2291,female,492.0
2292,female,
2293,male,
2294,male,
2295,female,202.0
2296,male,
2297,female,
2298,male,
2299,female,
2300,male,
2301,male,
2302,female,
2303,male,
2304,male,
2305,female,
2306,male,
2307,male,
2308,male,
2309,female,
2310,male,423.0
2311,female,30.0
2312,female,
2313,male,877.0
2314,female,725.0
2315,female,
2316,female,
2317,female,
2318,female,
2319,male,
2320,female,
2321,female,
2322,male,
2323,female,
2324,male,
2325,female,
2326,female,
2327,male,
2328,male,392.0
2329,male,97.0
2330,female,
2331,male,
2332,female,
2333,female,27.0
2334,male,
2335,female,165.0
2336,male,350.0
2337,female,
2338,male,
2339,female,
2340,male,
2341,male,
2342,male,658.0
2343,female,208.0
2344,female,
2345,female,
2346,male,
2347,male,
2348,female,
2349,male,467.0
2350,male,
2351,female,
2352,female,
2353,male,465.0
2354,female,
2355,female,
2356,female,268.0
2357,male,264.0
2358,male,
2359,male,440.0
2360,female,
2361,male,
2362,male,
2363,male,120.0
2364,female,
2365,male,
2366,female,250.0
2367,female,
2368,male,
2369,male,
2370,male,
2371,female,
2372,female,70.0
2373,male,
2374,male,
2375,female,
2376,male,417.0
2377,female,
2378,female,
2379,male,
2380,male,
2381,female,
2382,male,
2383,female,100.0
2384,female,
2385,female,
2386,female,883.0
2387,male,
2388,female,
2389,female,300.0
2390,male,
2391,male,
2392,male,
2393,female,
2394,male,153.0
2395,male,
2396,male,
2397,male,
2398,female,
2399,female,
2400,male,360.0
2401,male,
2402,female,
2403,male,
2404,female,263.0
2405,male,309.0
2406,female,
2407,female,
2408,male,
2409,female,
2410,male,300.0
2411,male,28.0
2412,female,
2413,male,
2414,female,
2415,female,
2416,female,
2417,male,
2418,female,
2419,male,
2420,male,
2421,female,
2422,male,27.0
2423,female,
2424,female,
2425,male,267.0
2426,male,
2427,female,
2428,female,200.0
2429,female,356.0
2430,female,
2431,female,
2432,male,230.0
2433,female,185.0
2434,male,515.0
2435,female,
2436,male,
2437,female,
2438,male,320.0
2439,male,
2440,female,
2441,male,
2442,male,600.0
2443,female,
2444,male,
2445,male,
2446,female,
2447,male,
2448,female,
2449,female,240.0
2450,male,
2451,female,175.0
2452,male,
2453,female,
2454,female,
2455,male,250.0
2456,female,68.0
2457,female,225.0
2458,male,
2459,female,
2460,female,200.0
2461,male,180.0
2462,female,
2463,male,
2464,female,
2465,male,
2466,male,502.0
2467,female,
2468,female,
2469,male,
2470,male,258.0
2471,female,170.0
2472,female,
2473,male,
2474,female,80.0
2475,female,
2476,female,
2477,female,211.0
2478,male,
2479,male,
2480,male,625.0
2481,female,188.0
2482,male,
2483,female,
2484,male,600.0
2485,female,
2486,female,
2487,male,
2488,male,365.0
2489,female,242.0
2490,male,
2491,male,
2492,female,
2493,female,120.0
2494,male,
2495,female,
2496,male,
2497,female,
2498,male,513.0
2499,male,236.0
2500,female,173.0
2501,male,
2502,female,
2503,male,
2504,female,
2505,female,
2506,female,
2507,male,333.0
2508,male,
2509,male,
2510,female,184.0
2511,male,198.0
2512,male,
2513,male,230.0
2514,female,191.0
2515,female,25.0
2516,female,
2517,male,
2518,female,
2519,female,
2520,female,
2521,male,
2522,male,195.0
2523,female,163.0
2524,male,333.0
2525,female,
2526,male,215.0
2527,female,
2528,male,450.0
2529,female,245.0
2530,female,40.0
2531,female,
2532,female,
2533,male,460.0
2534,female,
2535,male,
2536,female,
2537,female,183.0
2538,male,255.0
2539,male,348.0
2540,female,
2541,female,
2542,female,
2543,male,270.0
2544,female,178.0
2545,male,
2546,female,
2547,male,
2548,male,
2549,female,
2550,male,
2551,male,
2552,female,
2553,female,
2554,female,
2555,female,
2556,female,180.0
2557,male,
2558,female,
2559,male,183.0
2560,female,
2561,female,
2562,male,
2563,female,66.0
2564,female,
2565,female,
2566,female,
2567,female,
2568,female,150.0
2569,female,130.0
2570,female,120.0
2571,female,170.0
2572,male,
2573,female,200.0
2574,male,150.0
2575,female,
2576,male,583.0
2577,female,
2578,female,
2579,female,
2580,female,
2581,female,85.0
2582,female,
2583,male,
2584,female,
2585,male,130.0
2586,female,120.0
2587,male,
2588,male,
2589,female,
2590,male,
2591,female,27.0
2592,male,
2593,female,
2594,female,
2595,female,
2596,female,
2597,male,717.0
2598,male,
2599,male,200.0
2600,female,
2601,male,189.0
2602,female,
2603,male,162.0
2604,male,
2605,female,
2606,female,
2607,female,355.0
2608,female,208.0
2609,female,
2610,female,
2611,male,
2612,female,105.0
2613,female,
2614,male,
2615,female,
2616,male,
2617,female,
2618,female,
2619,female,
2620,male,
2621,male,
2622,female,221.0
2623,male,
2624,female,
2625,male,380.0
2626,female,
2627,male,433.0
2628,male,
2629,female,200.0
2630,male,
2631,female,
2632,male,
2633,female,
2634,female,27.0
2635,female,
2636,female,
2637,female,
2638,female,
2639,female,
2640,female,
2641,male,
2642,male,210.0
2643,male,
2644,female,
2645,male,
2646,male,
2647,female,
2648,female,
2649,female,
2650,female,158.0
2651,male,95.0
2652,female,120.0
2653,female,203.0
2654,female,214.0
2655,male,124.0
2656,female,
2657,female,
2658,male,
2659,female,
2660,female,
2661,female,
2662,male,259.0
2663,female,228.0
2664,female,
2665,male,
2666,female,
2667,male,
2668,male,266.0
2669,female,
2670,female,218.0
2671,male,261.0
2672,male,
2673,female,
2674,male,
2675,female,
2676,female,
2677,male,391.0
2678,female,173.0
2679,male,
2680,male,
2681,male,
2682,male,
2683,male,
2684,male,220.0
2685,female,
2686,male,246.0
2687,male,
2688,female,210.0
2689,male,
2690,female,
2691,male,
2692,female,
2693,female,27.0
2694,female,
2695,female,201.0
2696,male,
2697,male,27.0
2698,female,
2699,male,
2700,female,54.0
2701,female,
2702,male,300.0
2703,female,
2704,female,
2705,male,326.0
2706,female,
2707,female,
2708,female,
2709,male,250.0
2710,female,
2711,male,393.0
2712,female,261.0
2713,male,
2714,male,
2715,female,
2716,male,
2717,female,
2718,male,157.0
2719,female,128.0
2720,female,
2721,female,
2722,male,105.0
2723,male,
2724,female,
2725,male,
2726,female,
2727,female,
2728,male,
2729,male,
2730,female,
2731,male,
2732,female,138.0
2733,female,
2734,female,
2735,male,
2736,female,198.0
2737,male,
2738,female,235.0
2739,female,
2740,male,424.0
2741,female,
2742,female,
2743,female,
2744,male,433.0
2745,female,151.0
2746,female,
2747,male,
2748,female,
2749,male,27.0
2750,female,
2751,male,379.0
2752,female,
2753,female,
2754,female,
2755,male,
2756,female,
2757,female,27.0
2758,male,
2759,female,
2760,female,
2761,male,
2762,female,
2763,female,220.0
2764,male,333.0
2765,female,27.0
2766,female,190.0
2767,male,
2768,female,
2769,male,
2770,female,
2771,male,
2772,male,
2773,male,160.0
2774,female,
2775,male,
2776,female,
2777,male,27.0
2778,female,
2779,female,
2780,male,
2781,female,
2782,male,
2783,female,
2784,female,
2785,male,
2786,female,
2787,male,
2788,male,
2789,female,
2790,male,
2791,female,
2792,female,
2793,female,
2794,male,
2795,male,349.0
2796,female,190.0
2797,female,247.0
2798,male,
2799,female,
2800,female,
2801,female,
2802,male,
2803,female,
2804,female,150.0
2805,female,
2806,male,
2807,female,
2808,female,
2809,male,400.0
2810,female,
2811,male,
2812,female,
2813,male,
2814,female,
2815,female,
2816,female,
2817,male,301.0
2818,male,328.0
2819,female,
2820,female,292.0
2821,male,295.0
2822,female,306.0
2823,female,
2824,female,
2825,female,214.0
2826,male,
2827,female,27.0
2828,female,260.0
2829,female,
2830,male,
2831,female,27.0
2832,female,
2833,male,
2834,female,140.0
2835,male,80.0
2836,female,
2837,male,
2838,female,
2839,female,163.0
2840,male,
2841,male,
2842,female,
2843,male,165.0
2844,female,
2845,male,636.0
2846,female,598.0
2847,female,
2848,male,
2849,female,
2850,male,
2851,male,100.0
2852,female,50.0
2853,male,737.0
2854,female,
2855,female,
2856,female,
2857,female,
2858,male,
2859,female,
2860,male,
2861,female,
2862,male,
2863,female,
2864,male,526.0
2865,female,
2866,female,
2867,male,
2868,female,
2869,female,
2870,male,403.0
2871,male,
2872,female,
2873,male,
2874,male,
2875,female,65.0
2876,male,400.0
2877,female,
2878,male,
2879,male,
2880,female,
2881,female,
2882,male,
2883,female,
2884,female,120.0
2885,female,
2886,female,
2887,female,
2888,male,
2889,female,
2890,male,
2891,male,
2892,female,
2893,male,110.0
2894,female,178.0
2895,male,175.0
2896,female,
2897,female,
2898,male,
2899,female,
2900,male,
2901,female,
2902,female,
2903,male,
2904,female,
2905,male,128.0
2906,female,
2907,male,103.0
2908,male,222.0
2909,female,
2910,female,
2911,male,
2912,female,
2913,male,
2914,female,
2915,male,
2916,female,
2917,male,
2918,female,
2919,male,
2920,male,170.0
2921,female,
2922,female,
2923,male,
2924,male,
2925,female,27.0
2926,male,258.0
2927,female,188.0
2928,female,
2929,female,148.0
2930,female,
2931,female,
2932,male,310.0
2933,male,
2934,male,
2935,female,80.0
2936,male,
2937,female,27.0
2938,female,
2939,male,27.0
2940,female,27.0
2941,female,
2942,male,
2943,female,
2944,male,
2945,male,
2946,male,
2947,female,
2948,female,182.0
2949,male,
2950,male,
2951,female,
2952,male,
2953,female,297.0
2954,female,
2955,male,
2956,female,
2957,male,
2958,female,236.0
2959,male,315.0
2960,female,
2961,male,
2962,male,
2963,female,
2964,female,217.0
2965,female,
2966,male,
2967,female,
2968,male,
2969,female,
2970,female,
2971,female,
2972,male,
2973,male,
2974,female,
2975,female,
2976,male,210.0
2977,male,
2978,female,160.0
2979,male,
2980,female,
2981,male,
2982,female,
2983,male,510.0
2984,male,358.0
2985,female,
2986,male,
2987,female,
2988,female,
2989,female,94.0
2990,male,249.0
2991,male,
2992,female,
2993,male,
2994,female,
2995,female,
2996,male,
2997,female,
2998,female,82.0
2999,male,
3000,female,
3001,female,
3002,male,
3003,male,217.0
3004,male,101.0
3005,male,177.0
3006,female,27.0
3007,male,240.0
3008,female,173.0
3009,male,138.0
3010,male,
3011,female,
3012,female,481.0
3013,male,
3014,female,
3015,female,
3016,male,
3017,female,205.0
3018,male,
3019,female,
3020,male,
3021,female,
3022,male,
3023,female,250.0
3024,male,
3025,male,120.0
3026,female,
3027,male,
3028,female,
3029,male,
3030,female,
3031,male,179.0
3032,female,
3033,male,
3034,female,
3035,male,343.0
3036,male,
3037,female,
3038,female,
3039,female,
3040,female,
3041,female,
3042,female,
3043,male,54.0
3044,male,
3045,female,
3046,male,
3047,female,
3048,male,
3049,male,15.0
3050,female,
3051,male,
3052,female,
3053,male,288.0
3054,female,
3055,male,
3056,female,
3057,male,
3058,male,
3059,female,
3060,male,
3061,female,
3062,male,199.0
3063,female,
3064,female,
3065,female,
3066,male,371.0
3067,female,
3068,female,
3069,female,
3070,male,
3071,male,
3072,female,108.0
3073,female,266.0
3074,male,280.0
3075,male,
3076,male,527.0
3077,female,
3078,male,
3079,female,292.0
3080,female,20.0
3081,male,120.0
3082,female,
3083,male,
3084,female,
3085,female,
3086,female,51.0
3087,male,
3088,female,
3089,male,
3090,female,
3091,male,
3092,male,1150.0
3093,female,
3094,male,
3095,female,252.0
3096,female,356.0
3097,male,
3098,male,
3099,female,
3100,female,
3101,male,
3102,male,
3103,female,
3104,female,
3105,female,216.0
3106,male,230.0
3107,male,260.0
3108,male,
3109,female,
3110,male,27.0
3111,female,
3112,female,
3113,female,
3114,male,
3115,male,1250.0
3116,male,
3117,female,
3118,male,
3119,female,
3120,male,
3121,female,
3122,male,
3123,female,
3124,male,
3125,male,
3126,female,
3127,female,120.0
3128,male,184.0
3129,male,269.0
3130,female,
3131,male,
3132,female,
3133,male,
3134,female,
3135,female,
3136,male,
3137,female,
3138,male,
3139,female,
3140,male,
3141,male,44.0
3142,female,
3143,male,
3144,male,
3145,male,
3146,male,
3147,female,
3148,male,
3149,female,
3150,female,
3151,male,
3152,female,113.0
3153,male,
3154,female,
3155,male,
3156,female,
3157,female,
3158,male,
3159,female,
3160,female,
3161,female,
3162,male,
3163,male,200.0
3164,female,
3165,female,
3166,female,
3167,female,27.0
3168,male,
3169,female,
3170,male,
3171,female,
3172,female,
3173,male,
3174,female,
3175,male,
3176,female,
3177,male,
3178,female,
3179,male,
3180,female,
3181,male,645.0
3182,female,
3183,male,
3184,male,
3185,female,
3186,female,
3187,male,
3188,female,
3189,male,
3190,female,118.0
3191,female,
3192,female,
3193,male,376.0
3194,female,
3195,male,362.0
3196,female,
3197,male,
3198,male,205.0
3199,female,
3200,male,
3201,male,312.0
3202,male,160.0
3203,female,
3204,male,
3205,female,
3206,male,704.0
3207,female,
3208,female,185.0
3209,male,
3210,male,
3211,female,
3212,male,763.0
3213,female,200.0
3214,male,
3215,female,
3216,male,
3217,female,
3218,male,325.0
3219,male,
3220,female,214.0
3221,female,292.0
3222,male,
3223,male,1700.0
3224,female,
3225,male,
3226,male,
3227,female,
3228,female,
3229,female,
3230,female,30.0
3231,male,227.0
3232,female,198.0
3233,female,
3234,female,
3235,female,
3236,male,
3237,male,
3238,female,
3239,female,245.0
3240,male,423.0
3241,female,237.0
3242,male,647.0
3243,female,
3244,male,60.0
3245,male,
3246,male,
3247,female,
3248,female,156.0
3249,female,
3250,female,
3251,female,
3252,male,
3253,female,
3254,female,182.0
3255,male,441.0
3256,female,
3257,female,
3258,female,
3259,male,312.0
3260,female,
3261,male,
3262,female,
3263,female,
3264,female,164.0
3265,male,
3266,female,
3267,male,
3268,female,
3269,male,250.0
3270,male,
3271,female,
3272,female,
3273,female,
3274,female,
3275,male,
3276,female,227.0
3277,female,
3278,male,
3279,female,
3280,male,230.0
3281,female,
3282,female,27.0
3283,female,
3284,male,
3285,female,27.0
3286,male,269.0
3287,male,495.0
3288,female,
3289,male,295.0
3290,female,
3291,male,
3292,female,
3293,male,465.0
3294,female,60.0
3295,female,
3296,male,
3297,female,
3298,male,
3299,female,
3300,male,175.0
3301,male,
3302,female,
3303,male,304.0
3304,female,
3305,male,217.0
3306,female,
3307,male,
3308,male,293.0
3309,female,
3310,male,
3311,female,
3312,male,343.0
3313,female,168.0
3314,female,270.0
3315,male,
3316,female,68.0
3317,male,
3318,male,
3319,female,
3320,female,165.0
3321,male,316.0
3322,male,
3323,female,
3324,male,
3325,male,232.0
3326,female,
3327,female,503.0
3328,male,558.0
3329,male,
3330,female,267.0
3331,male,
3332,female,185.0
3333,male,281.0
3334,female,
3335,male,
3336,female,200.0
3337,male,
3338,female,
3339,female,264.0
3340,male,283.0
3341,male,358.0
3342,male,107.0
3343,female,
